ID,Type,ContentID,Text,ReaderPreviewPath,LocalizationArea
2428,1,,“再往前魔气太重了，而且随时都有塌方的危险，还是我来带路吧。”,,9
2429,1,,我只能相信来自权威的发言，跟随马库斯选择了一条魔气较为微弱的安全通道。,,9
2430,1,,所幸，通路果然如马库斯所说，魔气的浓度并不高，空气也较为充足，我不禁庆幸于自己及时听取了专业人员的意见。,,9
2431,2,11024,,PlotIcon\UI_PlotIcon_Shikongtao_xshct.png,9
2432,1,,3,,9
2433,1,,再向前走，我们来到了一间实验室的门前。,,9
2434,1,,门上悬挂的两个指示灯早已暗淡无光，一边的指示灯甚至连透明的玻璃灯罩都破损了，裸露出内里混杂的金属细丝。,,9
2435,1,,推开沉重的大门，浓厚的灰尘率先与我打了个照面。,,9
2436,1,,“咳、咳咳…”我不由得剧烈地咳嗽起来。,,9
2437,1,,即使心里早有准备，但我还是被这浓厚的尘土激得肺腔一阵鼓荡。,,9
2438,1,,房间内遍布着各种繁杂的电子仪器，经历岁月的冲刷和洗礼，大多都已归于报废。唯有室内的中央密布着大量的藓类植物，全都如网般遮罩在中央的玻璃装置上。,,9
2439,1,,透过暗绿色的大网，能够依稀看见装置中漂浮着一套造型晦暗的机甲战衣。,,9
2440,1,,在研究所的桌子上，我们发现了一个研究笔记。,,9
2441,1,,研究笔记上布置着复杂的电子密码，经过一番波折，我们总算破解了来自由佩雷斯文明的难题。,,9
2442,1,,笔记多数记载着一条魔物深渊通道的研究数据，通过字里行间的内容，不难看出笔记的主人正是由佩雷斯文明驻扎在此研究魔物的专家。,,9
2443,1,,正当我沉浸于笔记涉及到的魔物知识时，耳边却突然响起一阵窸窸窣窣的动静。,,9
2444,1,,“什么声音？！”,,9
2445,1,,我扭头朝黑暗中望去，只看到一双透得发亮的眼睛。,,9
2446,1,,“谁？是主人回来了吗？”,,9
2447,1,,我被来人的声音吓得一惊，在这久久不见天日的实验室中，我料定不会有正常人类生存，考虑到魔物来袭的可能，我决定率先发动攻势。,,9
2448,1,,却没想到神秘人实力莫测，攻击手段更是非比寻常，激光、枪弩、火炮层出不穷，俨然一副高科技战士的模样。跟他相比，我的技艺倒显得有些捉襟见肘了。,,9
2449,1,,但所幸多年丰富的冒险经验总能救我于危难，虽然神秘人手段高明，但明显能感觉到他的战斗意识并不敏锐。,,9
2450,1,,须臾之际，我抓住神秘人迸射激光时露出的破绽，将他击倒在地。,,9
2451,1,,从黑暗中定睛看去，只见神秘人身上竟披着一层厚重的机械铠甲，整个身子都笼罩在金属战衣的庇护下。,,9
2452,1,,我正欲开口发问，却忽然听神秘人叫道：,,9
2453,1,,“别、别杀小由…小由…还没见到主人，还不能死……”,,9
2454,1,,我皱了皱眉头，出声问询：“你是……？”,,9
2455,1,,神秘人将双手抱在头顶，躯壳蜷缩起来，近似一个硕大的柱体：“我是…小由…是主人留在实验室的机器人助手……”,,9
2456,1,,“不要…不要杀我……”,,9
2457,1,,经过一番解释，我们这才明白，原来小由是由佩雷斯的科学家留在实验室的机器人助手，自多年前事故发生以后，一直留在这里等待自己的主人回来。,,9
2458,2,11023,,PlotIcon\UI_PlotIcon_Shikongtao_jxhx.png,9
2459,1,,4,,9
2460,1,,为了帮助我触及实验室尘封已久的真相，小由决定动用一项特殊的科技。,,9
2461,1,,他让我将手指轻点在他的额头，我感觉意识瞬息犹如被抽空一样，思维滞动，大脑好像顷刻间停止了运作。,,9
2462,1,,下一刻，我便身处一片完全陌生的地域。,,9
2463,1,,我想要有所行动，却发觉身体并不受自己的支配。,,9
2464,1,,紧接着，我发觉自己的目光集中在身前不远处一个身穿科学制服的背影，身体的主人关切地说道：“主人，你最近研究太累了，休息一下吧。”,,9
2465,1,,然而，背影却并没有回头应答，只是从嘴里传出声来：“他们的魔物实验越来越疯狂了，我得抓紧完成机甲战衣的制作才行。”,,9
2466,1,,突然，笼罩山体的穹顶开始不停地颤动、恐怖的魔气席卷而来，我听到远方不断地传来人类奔跑时发出的哀嚎。,,9
2467,1,,“不好，实验出错，恶魔裂缝不受控制，魔物都跑出来了！”,,9
2468,1,,我听到身前传来男性大声呼喊的声音。,,9
2469,1,,身体的主人定睛望去，那个身穿科学制服的男人将一颗红色的能量核心放进实验室中央的机甲战衣体内。,,9
2470,1,,瞬息间，战甲亮起，夺目的蓝色眩光几乎要把我吞没，刹那间，光芒隐没，机械羽翼展开，犹如巨鸟借力腾空而起，冲向了近处成堆的魔物！,,9
2471,1,,“快回去通知大家撤离！这里交给我了！”,,9
2472,1,,……,,9
2473,1,,意识再度重掌大脑，我已分外珍惜这种自由的感觉。,,9
2474,1,,我看向面前的小由，只见他摇晃着脑袋说道：,,9
2475,1,,“由佩雷斯的魔物实验一直都……十分极端。主人非常担心这样疯狂的实验有一天会超出控制，所以才打造出了那套战斗机甲。”,,9
2476,1,,“主人给我最后的指令是，保存好这套机甲战衣和能源核心。这是主人的心血，专门为了压制魔物而造的。”,,9
2477,1,,突然获悉的诸多信息让我有些猝不及防，正当我整理思绪之际，一旁的马库斯突然抢先发问：“你说的启动机甲战衣的能源核心，现在在哪里？”,,9
2478,1,,小由在身上按动了几下，只见他的胸膛被缓缓打开，内里露出一颗火红色的晶石。,,9
2479,2,11025,,PlotIcon\UI_PlotIcon_Shikongtao_xshct2.png,9
2480,1,,5,,9
2481,1,,几乎是在晶石光芒闪现的同时，马库斯口中突然念诵起古老晦涩的咒语，召唤出许多强大的魔物向我和奥斯蒙德发起攻击。,,9
2482,1,,我横剑将来袭的魔物一一拦下，奥斯蒙德随之开口质问马库斯道：“马库斯！你！你这是干什么？！”,,9
2483,1,,“哼，”马库斯鼻中发出不屑的哼声，冷笑着说，“如果不是知道由佩雷斯的恶魔实验，我又怎么会带你们来这里？,,9
2484,1,,“奥斯蒙德！你出身高贵，自然没见过底层摸爬滚打的艰辛。如今大部分尖端技术都被雷根贝勒的人握在手中，倘若我们再不努力，迟早落得个任人宰割的下场！,,9
2485,1,,“力量！唯有将由佩雷斯科技的恶魔之力握在手中，我们才拥有了话语权，拥有了直面雷根贝勒的资本。”马库斯狞笑着看向奥斯蒙德，“奥斯蒙德，你的智慧不逊于我，如果我们一起行动，推翻雷根贝勒的统治简直易如反掌。”,,9
2486,1,,“怎么样？加入我吧。”,,9
2487,1,,恶魔的低语徘徊在奥斯蒙德耳边，我心下一惊，生怕他因此生变，如果奥斯蒙德真的临阵倒戈，我恐怕也难以抵挡二人联手的威力。,,9
2488,1,,“你…你休想！”,,9
2489,1,,令我震惊的是，奥斯蒙德竟毫不犹豫的拒绝了马库斯。,,9
2490,1,,“将死亡与灾难带到朱诺，难道这就是你想看到的吗，马库斯？！”,,9
2491,1,,“无知、无能，但却无畏……”听到奥斯蒙德严词拒绝了自己，马库斯似是有些失望地摇了摇头，“抱歉，奥斯蒙德，如果你执意要阻拦我的话……”,,9
2492,1,,“我只能将你与由佩雷斯一同埋葬了。”,,9
2493,1,,话音落下，马库斯浑身冒出漆黑的魔气，魔气翻涌，先是凝结成雾，随后逐渐汇聚在一起，漆黑的魔雾犹如实质，接着竟从中跳出一头面目狰狞的巨型恶魔。,,9
2494,1,,“就、就是这种异界恶魔！由佩雷斯失败的研究释放的异界魔鬼！你这可恶的坏家伙！”小由见到那头巨型恶魔的样貌，竟不由得惊叫出声。,,9
2495,1,,“你…你竟然将灵魂献给了恶魔！”奥斯蒙德难以置信地看着昔日的故友，他怎么也想不到，那个心怀科学梦想的旧日少年竟会变成如今这副模样。,,9
2496,1,,我望着马库斯召唤出的巨大恶魔，紧握宝剑的右手不由得微微颤动，仿佛是从灵魂深处生出对眼前恶魔的战栗。,,9
2497,1,,我将手中的剑紧了紧，似乎只有这样才能给予自己一丝宽慰。 ,,9
2498,1,,“该死，这头魔物…我们根本不是对手……”奥斯蒙德无力地垂下头，双目无神地看着冰冷的金属地板。,,9
2499,1,,突然，他的脑海中似乎有灵光闪过，他惊叫着对我说道：“冒险者，快启动机甲战衣！现在，只有这样才能击败这头恶魔了！”,,9
2500,1,,我闻声也连忙惊醒过来。,,9
2501,1,,我将左手掌心攥着的能源核心狠狠地塞入面前的机甲之中，璀璨的电子通路瞬间被激活，犹如自动寻找主人一般，那身机甲战衣竟径直向我飞了过来！,,9
2502,1,,周身顷刻被蔚蓝色的甲胄包裹，我穿上机甲战衣，却并没有感受到金属冰凉的不适感，反而察觉到一股温和的巨大能量瞬间充斥全身。,,9
2503,1,,细微的电流在我的血液和筋脉里流淌，我感觉浑身似乎被某种温暖包裹，体内奔涌着非凡的力量。,,9
2504,1,,我向不远处的大恶魔飞去，那不知名姓的机甲战衣赐予了我前所未有的强大力量，帮助我取得了胜利。,,9
2505,1,,“该…该死！我一定…一定不会放过你们的！”,,9
2506,1,,马库斯转身想要逃走，我连忙追击而去，却被一块从天而降的巨石拦住了去路，紧接着，数不清的碎石开始从穹顶坠落。,,9
2507,1,,“可恶！让他逃了！”我不甘地说道，却听到近处突然传来奥斯蒙德急迫的呼喊。,,9
2508,1,,“冒险者，快走！刚才的争斗恐怕引起了这里的二次塌方！遗迹要毁了！”,,9
2509,1,,来不及多想，我迅速折返，带着奥斯蒙德朝着洞口飞去。,,9
2510,1,,巨石如雨般坠落，我在半空中腾挪，不断躲避着砸下的石块，气力也逐渐衰减，终于，能看到洞口的微光了。,,9
2511,1,,力量逐渐从身体中被抽离，我勉强闪身，躲过又一块硕大的岩石，本能地察觉到头顶又有危机传来，然而，旧力刚去而新力未生，我的身体已不容许我再做出二次反应。,,9
2512,1,,“就，就到这里了吗……”无力与屈服第一次出现在我的脑海，在这生死关头之际，我竟生起了放弃的念头。,,9
2513,1,,下一刻，感受到一股巨力的推举，我带着奥斯蒙德整个人飞了出去！,,9
2514,1,,我无力地落在地上，扭头看去，居然是小由代替我们被压在巨石之下。,,9
2515,1,,我连忙上前，启动战衣的力量，却发觉战衣的能量早已耗尽，根本无法撼动眼前的顽石。,,9
2516,1,,“走、走吧，冒险者……我会在这里…继续等主人……”,,9
2517,1,,山体一阵摇晃，轰隆的声音宛如滚雷般从天而降，未等我及时做出反应，已被奥斯蒙德一把拽了出去。,,9
2518,1,,砰！,,9
2519,1,,我们重重的砸在地上，巨风掀起的烟尘涌入我的鼻腔，但我却顾不得其他，只是转而朝出口奔去。,,9
2520,1,,弥漫半空的剧烈灰尘逐渐被狂风席卷，我定睛望去，硕大的山体整个倾斜塌陷下来，来时的洞口早已被落石堆满。,,9
2521,1,,已经……来不及了……,,9
2522,1,,现在，马库斯与小由都被埋在了由佩雷斯的遗迹之下。他们将与沉睡许久的由佩雷斯文明一同沉睡下去。,,9
2523,1,,奥斯蒙德与我分别，他告诉我，自己将会把这套机甲战衣的技术带回故乡，期待量产战衣之后，能够给予平民对抗魔物的力量。,,9
2524,1,,而我则回返普隆德拉，向宝妮报告了这里的情况，她表示会把整座遗迹封印起来，避免不明真相的人进入这里……,,9
