Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag,HideSymbol,AwardExhibition,IsShield,OpenSystemLimit,LocalizationArea
1000170,1000160,,了解职业,一番努力，你终于完成了初心者学院的考核，可以进行转职了。引导员和教官将会引导你完成职业的选择,1,1000,初心者学院,,0=0,0=0,1=0,0,2,,,,,10399=33,10405=33,,,0,1,1,1,1,1,,,,,,1|10405=33,Main_1000170_exec,找到教官，向他好好了解一下转职相关的事情吧,27|1051=1|33=128.05=10.64=125.25,,打开教官给你的职业手册了解各职业的具体信息,,,,,,,,,,2,1=0=22=1036|1=0=3=10405=33=126.64=10.65=124.11=149.96|2=0=19=1060|3=0=4=10399|3=0=4=10410,,,,1100180,向引导员了解一下职业选择的事情，可以的话再做一个测试,找到教官，<color=$$Blue$$>做出职业选择</color>吧，当然，如果你还想了解其他职业<color=$$Blue$$>也可以找教官继续了解</color>,1000,Main_1000170_accept,Main_1000170_finish,0,,,,
1000180,1000170,,选择职业,选择你想要转职的职业吧,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,10405=33,,,1,1,2,1,1,1,,,,1000181|1000182|1000183|1000184|1000185|1000186,3,16|0=1|,1,,,,,,,,,,,,,,2,,,,,1100190,找到教官，做出你的职业选择,,1000,Main_1000180_accept,,0,,,,
1000181,,,转职剑士,你已经选择转职成为剑士，请前往有“剑士之城”之称的卫星城市伊斯鲁得转职（要是手滑选错了的话，可以放弃任务重新选择哦）,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,,,,0,1,2,1,1,1,,,,,,3|200042=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往伊斯鲁得,,,,,,,,,,,,,2,1=0=22=1037|1=0=11=200042=1=33=100.19=10.65=138.38|2=0=12=200042=1,,,,1100200,选择转职剑士,已经来到伊斯鲁得，去找导师询问转职剑士的事情吧,1000,Main_1000181_accept,,0,,,,
1000182,,,转职魔法师,你已经选择转职成为魔法师，请前往有“魔法之都”之称的城市吉芬转职（要是手滑选错了的话，可以放弃任务重新选择哦）,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,,,,0,1,2,1,1,1,,,,,,3|200043=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往吉芬,,,,,,,,,,,,,2,1=0=22=1037|1=0=11=200043=1=33=100.19=10.65=138.38|2=0=12=200043=1,,,,1100210,选择转职魔法师,已经来到吉芬，去找导师询问转职成魔法师事情吧,1000,Main_1000182_accept,,0,,,,
1000183,,,转职服事,你已经选择转职成为服事，请前往首都普隆德拉转职（要是手滑选错了的话，可以放弃任务重新选择哦）,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,,,,0,1,2,1,1,1,,,,,,3|200044=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往普隆德拉,,,,,,,,,,,,,2,1=0=22=1037|1=0=11=200044=1=33=100.19=10.65=138.38|2=0=12=200044=1,,,,1100220,选择转职服事,已经来到普隆德拉，去找导师询问转职服事的事情吧,1000,Main_1000183_accept,,0,,,,
1000184,,,转职弓箭手,你已经选择转职成为弓手，请前往有“山岳之城”之称的城市斐扬转职（要是手滑选错了的话，可以放弃任务重新选择哦）,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,,,,0,1,2,1,1,1,,,,,,3|200045=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往斐扬,,,,,,,,,,,,,2,1=0=22=1037|1=0=11=200045=1=33=100.19=10.65=138.38|2=0=12=200045=1,,,,1100230,选择转职弓箭手,已经来到斐扬弓手村，去找导师询问转职弓箭手的事情吧,1000,Main_1000184_accept,,0,,,,
1000185,,,转职盗贼,你已经选择转职成为盗贼，请前往有“边陲之城”之称的城市梦罗克转职（要是手滑选错了的话，可以放弃任务重新选择哦）,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,,,,0,1,2,1,1,1,,,,,,3|200046=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往梦罗克,,,,,,,,,,,,,2,1=0=22=1037|1=0=11=200046=1=33=100.19=10.65=138.38|2=0=12=200046=1,,,,1100240,选择转职盗贼,已经来到梦罗克，去找导师询问转职盗贼的事情吧,1000,Main_1000185_accept,,0,,,,
1000186,,,转职商人,你已经选择转职成为商人，请前往商业发达的港口城市艾尔贝塔转职（要是手滑选错了的话，可以放弃任务重新选择哦）,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,10405=33,,,,0,1,2,1,1,1,,,,,,3|200047=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往艾尔贝塔,,,,,,,,,,,,,2,1=0=22=1037|1=0=11=200047=1=33=100.19=10.65=138.38|2=0=12=200047=1,,,,1100250,选择转职商人,已经来到艾尔贝塔，去找导师询问转职商人的事情吧,1000,Main_1000186_accept,,0,,,,
1000190,1000181,,转职剑士,你已经选择转职成为剑士，请前往有“剑士之城”之称的卫星城市伊斯鲁得转职,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,,3960=40,,,1,2,1,1,1,0,,,,,,25|12=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往伊斯鲁得,,,,,,,,,,,,,2,2=0=18=21=135=17.18=92=180|3=0=4=10405|3=0=6=10401,,,,1100260,选择转职剑士,已经来到伊斯鲁得，去找导师询问转职剑士的事情吧,1000,,Main_1000190_finish,0,,,,
1000191,1000182,,转职魔法师,你已经选择转职成为魔法师，请前往有“魔法之都”之称的城市吉芬转职,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,,4320=42,,,1,2,1,1,1,0,,,,,,25|12=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往吉芬,,,,,,,,,,,,,2,2=0=18=16=99.48=17.03=71.25=0|3=0=4=10405|3=0=6=10401,,,,1100270,选择转职魔法师,已经来到吉芬，去找导师询问转职魔法师的事情吧,1000,,Main_1000191_finish,0,,,,
1000192,1000183,,转职服事,你已经选择转职成为服事，请前往首都普隆德拉转职,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,,3540=41,,,1,2,1,1,1,0,,,,,,25|12=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往普隆德拉,,,,,,,,,,,,,2,2=0=18=7=131.29=10.00=200.40=45|3=0=4=10405|3=0=6=10401,,,,1100280,选择转职服事,已经来到普隆德拉，去找导师询问转职服事的事情吧,1000,,Main_1000192_finish,0,,,,
1000193,1000184,,转职弓手,你已经选择转职成为弓手，请前往有“山岳之城”之称的城市斐扬转职,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,,5705=52,,,1,2,1,1,1,0,,,,,,25|12=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往斐扬,,,,,,,,,,,,,2,2=0=18=52=76.64=10.22=65.34=27.00|3=0=4=10405|3=0=6=10401,,,,1100290,选择转职弓箭手,已经来到斐扬弓手村，去找导师询问转职弓箭手的事情吧,1000,,Main_1000193_finish,0,,,,
1000194,1000185,,转职盗贼,你已经选择转职成为盗贼，请前往有“边陲之城”之称的城市梦罗克转职,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,,5340=39,,,1,2,1,1,1,0,,,,,,25|12=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往梦罗克,,,,,,,,,,,,,2,2=0=18=26=114.8=9.83=64.7=180|3=0=4=10405|3=0=6=10401,,,,1100300,选择转职盗贼,已经来到梦罗克，去找导师询问转职盗贼的事情吧,1000,,Main_1000194_finish,0,,,,
1000195,1000186,,转职商人,你已经选择转职成为商人，请前往商业发达的港口城市艾尔贝塔转职,1,1000,初心者学院,,10=0,10=0,1=0,0,2,,,,,,5970=44,,,1,2,1,1,1,0,,,,,,25|12=1|33=100.19=10.65=138.38,,按照教官的指示前去乘坐波利热气球飞往艾尔贝塔,,,,,,,,,,,,,2,2=0=18=50=116.81=22.27=74.42=0|3=0=4=10405|3=0=6=10401,,,,1100310,选择转职商人,已经来到艾尔贝塔，去找导师询问转职商人的事情吧,1000,,Main_1000195_finish,0,,,,
1001000,1000190,,信念烙印,很艰难的打赢了，导师看破了你的狼狈，让你去找其他剑客学习信念和力量。,1,1001,剑士转职,,10=0,10=0,10=0,0,2,,,,,1347=21,1300=21,,,1,1,1,1,1,1,1,,,,,1|1300=21,Main_1001000_exec,找到需要帮助的人,,,,,,,,,,,,,1,1=0=3=10453=21=144.6=17.3=120.3=14.1|1=0=3=10454=21=145.2=17.3=122.5=151,,,,1100320,向三剑客之一了解剑士的信念,顺着三剑客指的方向，找到需要帮助的人,1001,Main_1001000_accept,Main_1001000_finish,0,,,,
1001010,1001000,,贯彻信念烙印,三剑客表示，那边有两个小混混在耍流氓，去展现一下剑士的信念,1,1001,剑士转职,,10=0,10=0,10=0,0,2,,,,,1300=21,0=0,,,1,1,2,1,1,1,1,,,1001020|1001030,3,16|0=1|,,用自己的信念帮助卡普拉解围,,,,,,,,,,,,,1,,,,,1100330,用你的方式帮助卡普拉解围,用你的方式帮助卡普拉解围,1001,Main_1001010_accept,Main_1001010_finish,0,,,,
1001020,,,花钱办事|给你们500铜，不要打扰卡普拉了,剑士不是莽夫，偶尔圆滑一下,1,1001,剑士转职,,10=0,10=0,10=0,0,2,,,,,10453=21,1347=21,,,1,1,1,1,1,1,1,,,,,27|2008=1|21=144.8=17=120.6,,用一些铜币打发小混混,1|10453=21,Main_1001020_exec,小混混收下了铜币，和他们继续交涉,,,,,,,,,,2,4=2=4=10453|4=2=4=10454,,,,1100340,用你的方式帮助卡普拉解围,帮助了卡普拉解围，向导师汇报,1001,Main_1001020_accept,Main_1001020_finish,0,,,,
